84,-8,8,0
11,38,4,0
37,19,4,0
13,33,6,0
40,28,7,0
97,-32,9,0
15,30,8,0
1,39,4,0
92,1,6,0
1,49,7,0
3,38,3,0
56,7,7,0
31,23,8,0
1,53,8,0
39,17,9,0
46,12,5,0
37,25,8,0
77,3,4,0
60,21,7,0
83,-9,4,0
78,-12,9,0
83,-5,3,0
96,-26,8,0
74,6,2,0
93,-8,6,0
27,23,8,0
90,7,9,0
55,1,6,0
86,-4,6,0
71,3,2,0
64,-8,8,0
8,28,9,0
70,6,8,0
71,4,1,0
6,55,8,0
62,9,1,0
99,-20,9,0
87,-1,1,0
12,35,1,0
26,30,1,0
38,22,3,0
47,14,2,0
4,39,1,0
77,13,8,0
24,40,6,0
75,1,5,0
54,14,5,0
24,23,7,0
24,27,1,0
18,34,5,0
90,-7,5,0
43,23,5,0
57,11,9,0
61,12,4,0
28,28,9,0
82,-5,2,0
91,-11,9,0
88,-15,8,0
82,-6,4,0
8,40,9,0
51,19,6,0
91,-10,2,0
64,9,2,0
28,25,2,0
34,23,4,0
95,-4,2,0
41,4,7,0
25,30,9,0
34,25,2,0
7,41,7,0
17,35,7,0
20,29,1,0
49,32,9,0
85,-10,6,0
14,33,4,0
75,-3,4,0
25,26,4,0
6,36,3,0
25,26,4,0
99,-3,4,0
78,2,1,0
7,34,1,0
6,29,9,0
60,11,3,0
71,3,2,0
1,32,9,0
69,-8,7,0
86,-3,1,0
33,21,2,0
90,-11,4,0
83,-1,3,0
90,-6,1,0
23,35,5,0
31,23,5,0
31,34,7,0
86,-9,5,0
67,7,2,0
52,13,2,0
88,-5,1,0
73,-6,9,1
99,-247,8,0
95,-218,5,0
9,88,4,0
28,30,1,0
65,-101,9,0
37,13,4,0
52,-42,3,0
66,-87,7,0
61,-76,2,0
74,-126,3,0
51,-42,2,0
80,-146,9,0
54,-69,9,0
86,-173,5,0
14,61,8,0
21,50,5,0
90,-200,5,0
89,-188,8,0
55,-54,2,0
10,76,1,0
89,-192,1,0
31,8,9,0
63,-76,7,0
76,-136,9,0
79,-146,4,0
25,40,3,0
92,-212,5,0
13,74,5,0
8,87,8,0
31,30,9,0
34,13,1,0
65,-92,2,0
28,43,8,0
48,-31,5,0
76,-140,4,0
69,-106,8,0
35,12,1,0
31,22,1,0
96,-220,5,0
2,92,1,0
45,-16,9,0
72,-118,7,0
12,68,3,0
54,-44,6,0
74,-131,2,0
44,-23,9,0
54,-47,9,0
89,-202,7,0
82,-153,8,0
44,-20,2,0
28,30,2,0
57,-55,6,0
72,-116,8,0
20,49,3,0
79,-143,4,0
57,-54,6,0
54,-50,9,0
9,78,9,0
43,-15,1,0
81,-161,2,0
66,-95,1,0
38,4,3,0
69,-107,2,0
11,75,5,0
66,-94,3,0
86,-179,1,0
6,78,9,0
84,-170,2,0
41,-4,8,0
87,-186,6,0
68,-99,5,0
77,-139,3,0
52,-43,2,0
48,-29,3,0
57,-62,1,0
46,-14,8,0
43,-13,9,0
41,-10,7,0
24,43,4,0
11,68,4,0
91,-198,7,0
66,-92,4,0
74,-131,2,0
88,-182,8,0
24,43,3,0
64,-88,1,0
83,-164,2,0
2,93,3,0
70,-111,6,0
18,51,3,0
83,-168,5,0
45,-22,5,0
60,-73,1,0
5,85,2,1
54,112,5,0
26,99,16,0
24,93,5,0
28,78,9,0
96,168,2,0
33,79,12,0
13,74,2,0
62,145,6,0
44,106,7,0
11,69,15,0
45,108,2,0
17,72,8,0
54,127,15,0
23,85,4,0
30,91,2,0
91,153,18,0
61,123,16,0
2,20,15,0
27,89,8,0
93,160,2,0
4,58,15,0
25,74,8,0
6,67,3,0
53,133,9,0
82,149,2,0
1,56,7,0
74,119,14,0
31,110,17,0
0,59,7,0
1,56,6,0
52,148,14,0
70,133,3,0
76,140,7,0
65,99,17,0
44,106,2,0
46,113,9,0
90,159,2,0
79,133,14,0
91,161,2,0
24,87,2,0
94,167,18,0
68,136,2,0
77,141,9,0
7,51,19,0
63,133,18,0
84,157,14,0
18,79,13,0
52,121,4,0
53,118,9,0
5,66,14,0
71,141,13,0
95,162,2,0
60,138,18,0
95,164,5,0
3,70,13,0
95,171,13,0
64,120,13,0
84,147,16,0
82,156,14,0
54,132,16,0
98,144,13,0
44,112,9,0
88,145,12,0
80,142,3,0
91,170,12,0
62,122,7,0
68,147,9,0
55,109,15,0
76,131,14,0
11,73,16,0
33,113,19,0
20,78,15,0
74,143,5,0
67,129,10,0
39,95,14,0
20,77,7,0
9,58,14,0
22,94,11,0
57,105,18,0
50,118,6,0
93,151,5,0
40,111,10,0
34,107,11,0
80,124,12,0
54,115,10,0
88,157,6,0
47,109,7,0
28,90,14,0
24,91,13,0
50,119,7,0
89,158,14,0
57,125,4,0
15,89,17,0
47,110,10,0
50,117,4,0
52,114,5,0
99,174,8,0
22,93,12,0
17,72,18,0
28,88,6,0
43,127,13,0
52,110,14,0
11,65,5,0
13,67,3,0
41,102,10,0
68,143,6,0
46,84,17,0
51,114,17,0
63,128,8,0
4,66,4,0
24,85,3,0
54,144,12,0
93,160,8,0
34,96,3,0
22,90,17,0
9,88,18,0
32,95,14,0
72,138,3,0
16,72,9,0
24,94,12,0
87,183,19,0
87,169,12,0
45,111,2,0
88,191,14,0
56,118,12,0
29,83,18,0
57,127,9,0
62,128,3,0
1,56,3,0
65,138,11,0
7,70,14,0
22,88,7,0
49,109,16,0
30,90,4,0
53,118,6,0
45,134,9,0
71,143,4,0
89,158,2,0
1,59,2,0
94,138,17,0
67,139,6,0
6,61,15,0
8,67,3,0
84,154,2,0
51,140,18,0
62,122,8,0
84,142,9,0
45,112,18,0
17,99,19,0
44,113,9,0
0,52,18,0
8,63,3,0
0,55,14,0
74,123,19,0
41,113,14,0
68,124,19,0
98,169,4,0
51,123,15,0
38,108,19,0
33,107,19,0
95,179,14,0
10,69,5,0
88,159,5,0
7,65,5,0
86,166,6,0
46,109,2,0
39,107,8,0
65,132,10,0
24,99,9,0
26,94,9,0
37,119,18,0
81,145,3,0
80,126,11,0
52,113,15,0
29,91,2,0
30,94,9,0
44,108,6,0
75,152,9,0
4,77,17,0
84,160,12,0
33,94,3,0
96,183,16,0
18,114,13,0
51,117,4,0
20,79,5,0
91,160,4,0
14,85,7,0
92,160,6,0
89,157,3,0
22,71,13,0
21,85,3,0
29,100,4,0
73,153,19,0
30,102,13,0
61,145,17,0
54,120,8,0
16,95,14,0
14,82,4,0
75,158,15,0
18,78,16,0
15,81,6,0
86,150,11,0
87,156,5,0
78,143,4,0
8,64,16,0
46,98,14,0
63,126,11,0
63,140,10,0
58,157,17,0
31,111,16,0
31,79,5,0
5,67,4,0
42,102,13,0
54,124,9,0
48,100,18,0
30,88,4,0
10,87,12,0
64,133,10,0
80,161,18,0
91,157,16,0
96,169,3,0
17,64,12,0
44,114,5,0
34,105,14,0
60,136,11,0
71,129,16,0
95,175,15,0
38,106,4,0
48,114,9,0
98,162,8,0
38,103,10,0
92,177,15,0
6,68,4,0
67,136,8,0
44,115,6,0
48,114,16,0
63,125,11,0
56,110,17,0
41,110,16,0
98,169,12,0
87,151,4,0
45,97,8,1
24,-30,2,0
36,-52,3,0
21,-26,2,0
98,-120,3,0
3,-1,2,0
28,-35,2,0
73,-91,2,0
20,-24,2,0
40,-53,3,0
28,-35,3,0
67,-85,2,0
35,-35,3,0
60,-78,2,0
99,-126,2,0
23,-29,3,0
79,-102,2,0
90,-113,2,0
31,-35,2,0
77,-97,2,0
78,-100,2,0
2,1,2,0
8,-11,3,0
87,-110,3,0
29,-34,2,0
4,-5,3,0
83,-109,3,0
63,-77,2,0
49,-60,3,0
50,-62,2,0
85,-108,3,0
13,-17,2,0
66,-84,2,0
8,-9,2,0
31,-42,3,0
26,-33,2,0
66,-86,2,0
5,-6,2,0
40,-56,3,0
0,0,3,0
22,-29,3,0
4,-7,3,0
43,-57,2,0
91,-116,2,0
15,-18,3,0
53,-70,2,0
32,-43,3,0
6,-4,3,0
73,-96,3,0
72,-92,2,0
30,-45,3,0
7,-9,2,0
36,-42,3,0
61,-77,2,0
91,-117,2,0
69,-89,2,0
81,-105,3,0
41,-50,2,0
11,-15,3,0
88,-110,3,0
12,-14,3,0
0,0,3,0
84,-109,2,0
73,-92,3,0
61,-73,2,0
30,-38,2,0
25,-32,2,0
49,-64,2,0
19,-26,3,0
22,-27,2,0
34,-45,3,0
72,-94,3,0
75,-98,2,0
58,-78,3,0
5,-2,2,0
84,-107,2,0
99,-126,2,0
76,-98,2,0
17,-22,3,0
86,-114,3,0
32,-44,3,0
76,-98,2,0
61,-76,2,0
2,-4,2,0
62,-78,3,0
60,-72,3,0
21,-24,2,0
39,-53,3,0
35,-46,2,0
86,-107,3,0
52,-66,2,0
29,-36,2,0
82,-110,3,0
21,-25,2,0
17,-20,3,0
75,-98,3,0
7,-9,2,0
96,-121,2,0
91,-118,3,0
23,-27,3,0
30,-34,3,0
17,-21,2,0
87,-112,2,0
70,-85,3,0
23,-30,2,0
40,-51,2,0
51,-60,3,0
70,-89,2,0
51,-69,3,0
39,-46,3,0
78,-98,2,0
83,-108,2,0
89,-112,2,0
63,-79,2,0
67,-85,2,0
72,-94,3,0
29,-37,2,0
10,-12,3,0
5,-5,2,0
29,-35,3,0
15,-19,2,0
96,-120,3,0
97,-127,2,0
6,-7,3,0
25,-30,3,0
67,-88,2,0
78,-102,2,0
23,-23,3,0
1,1,3,0
82,-104,3,0
0,-1,3,0
65,-81,2,0
25,-31,2,0
77,-98,3,0
24,-28,2,0
4,-3,2,0
14,-16,2,0
56,-71,2,0
60,-74,2,0
48,-66,2,0
46,-59,2,0
93,-116,2,0
56,-68,3,0
86,-108,3,0
59,-81,3,0
47,-59,2,0
40,-48,3,0
36,-44,3,0
30,-39,3,0
75,-95,2,0
2,-2,2,0
66,-79,3,0
28,-35,2,0
28,-37,3,0
3,-5,2,0
30,-40,2,0
8,-11,2,0
88,-117,2,0
2,-3,3,0
63,-79,3,0
5,-10,3,0
97,-121,3,0
40,-48,3,0
70,-87,3,0
78,-100,2,0
74,-95,2,0
1,5,3,0
19,-22,2,0
81,-110,3,0
80,-102,2,0
97,-128,3,0
46,-60,2,0
50,-60,2,0
20,-25,2,0
71,-86,3,0
11,-19,3,0
83,-105,3,0
70,-95,3,0
99,-123,2,0
67,-84,3,0
19,-25,2,0
2,1,3,0
0,0,3,0
65,-84,2,0
